decision_id,world_idx,r_a,r_b,delta_full
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,51,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,52,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,53,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,54,4.0,-10.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,55,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,56,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,57,10.0,-10.0,-20.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,58,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,59,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,60,-10.0,4.0,14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,61,10.0,-10.0,-20.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,62,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,63,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,64,10.0,10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,65,-4.0,10.0,14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,66,10.0,-4.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,67,4.0,10.0,6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,68,4.0,10.0,6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,69,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,70,-10.0,-4.0,6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,71,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,72,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,73,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,74,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,75,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,76,-4.0,4.0,8.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,77,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,78,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,79,10.0,-10.0,-20.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,80,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,81,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,82,4.0,-10.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,83,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,84,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,85,-4.0,4.0,8.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,86,-10.0,-4.0,6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,87,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,88,-10.0,10.0,20.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,89,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,90,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,91,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,92,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,93,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,94,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,95,-10.0,10.0,20.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,96,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,97,4.0,4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,98,10.0,-4.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,99,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,100,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,101,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,102,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,103,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,104,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,105,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,106,-4.0,10.0,14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,107,10.0,-10.0,-20.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,108,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,109,-10.0,4.0,14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,110,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,111,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,112,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,113,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,114,10.0,-4.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,115,4.0,-10.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,116,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,117,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,118,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,119,4.0,4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,120,4.0,4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,121,4.0,-4.0,-8.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,122,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,123,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,124,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,125,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,126,10.0,-4.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,127,4.0,-10.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,128,10.0,4.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,129,4.0,-10.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,130,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,131,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,132,10.0,10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,133,-10.0,-4.0,6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,134,4.0,4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,135,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,136,-4.0,10.0,14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,137,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,138,10.0,10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,139,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,140,-4.0,4.0,8.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,141,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,142,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,143,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,144,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,145,-10.0,4.0,14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,146,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,147,4.0,-10.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,148,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,149,4.0,-4.0,-8.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,150,4.0,-4.0,-8.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,151,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,152,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,153,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,154,4.0,-4.0,-8.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,155,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,156,10.0,10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,157,4.0,-10.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,158,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,159,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,160,10.0,4.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,161,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,162,-4.0,10.0,14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,163,-4.0,10.0,14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,164,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,165,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,166,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,167,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,168,4.0,-10.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,169,-4.0,4.0,8.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,170,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,171,10.0,10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,172,-10.0,-4.0,6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,173,10.0,4.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,174,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,175,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,176,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,177,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,178,10.0,10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,179,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,180,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,181,10.0,-4.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,182,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,183,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,184,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,185,4.0,-4.0,-8.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,186,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,187,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,188,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,189,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,190,10.0,4.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,191,-10.0,-4.0,6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,192,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,193,-10.0,-4.0,6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,194,4.0,10.0,6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,195,4.0,4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,196,4.0,10.0,6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,197,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,198,-10.0,4.0,14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,199,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,200,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,201,10.0,4.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,202,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,203,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,204,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,205,-10.0,4.0,14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,206,4.0,-10.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,207,10.0,-10.0,-20.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,208,-10.0,-4.0,6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,209,-4.0,10.0,14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,210,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,211,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,212,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,213,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,214,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,215,10.0,10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,216,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,217,10.0,10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,218,4.0,-4.0,-8.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,219,-4.0,4.0,8.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,220,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,221,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,222,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,223,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,224,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,225,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,226,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,227,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,228,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,229,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,230,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,231,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,232,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,233,4.0,-4.0,-8.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,234,-10.0,4.0,14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,235,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,236,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,237,-10.0,10.0,20.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,238,-10.0,4.0,14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,239,-4.0,10.0,14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,240,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,241,4.0,-10.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,242,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,243,10.0,-4.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,244,4.0,-10.0,-14.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,245,-10.0,-4.0,6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,246,4.0,4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,247,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,248,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,249,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,250,-4.0,-4.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,251,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,252,10.0,-10.0,-20.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,253,-4.0,-10.0,-6.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,254,-10.0,-10.0,0.0
2025-2025122620gm-00a9-0000-0e700f01-03-s2-d11,255,10.0,10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,0,-4.0,-4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,1,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,2,10.0,10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,3,-4.0,-4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,4,-4.0,-4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,5,-4.0,-10.0,-6.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,6,10.0,10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,7,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,8,-4.0,10.0,14.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,9,-4.0,4.0,8.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,10,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,11,-4.0,-10.0,-6.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,12,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,13,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,14,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,15,10.0,-10.0,-20.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,16,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,17,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,18,-4.0,-10.0,-6.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,19,-4.0,-4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,20,4.0,4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,21,-10.0,10.0,20.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,22,-4.0,-4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,23,10.0,10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,24,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,25,-10.0,4.0,14.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,26,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,27,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,28,4.0,4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,29,-10.0,4.0,14.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,30,10.0,10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,31,-4.0,10.0,14.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,32,4.0,-10.0,-14.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,33,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,34,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,35,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,36,-10.0,-4.0,6.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,37,4.0,4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,38,4.0,4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,39,-10.0,-4.0,6.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,40,4.0,4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,41,-4.0,-4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,42,-4.0,10.0,14.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,43,4.0,-10.0,-14.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,44,-10.0,10.0,20.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,45,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,46,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,47,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,48,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,49,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,50,-4.0,-10.0,-6.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,51,4.0,4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,52,-10.0,-4.0,6.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,53,-4.0,-4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,54,-4.0,-4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,55,4.0,4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,56,-4.0,4.0,8.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,57,-4.0,-4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,58,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,59,4.0,10.0,6.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,60,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,61,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,62,4.0,10.0,6.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,63,-10.0,10.0,20.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,64,4.0,4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,65,10.0,10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,66,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,67,-4.0,-4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,68,10.0,10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,69,10.0,-10.0,-20.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,70,-4.0,-4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,71,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,72,-10.0,4.0,14.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,73,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,74,-4.0,-4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,75,4.0,-10.0,-14.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,76,-4.0,-4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,77,4.0,-10.0,-14.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,78,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,79,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,80,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,81,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,82,-10.0,-10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,83,-10.0,-4.0,6.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,84,10.0,10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,85,-10.0,4.0,14.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,86,-4.0,-4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,87,4.0,4.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,88,10.0,10.0,0.0
2024-2024092013gm-00a9-0000-9cd6d54a-02-s3-d1,89,-4.0,4.0,8.0
